field,value,campo,valore,n_scheda
,,ext_place,,41438
,,ext_language,pol,41438
,,ext_physical_desc,,41438
,,ext_identifiers,{},41438
,,ext_notes,,41438
,,ext_url,https://openlibrary.org/works/OL15314568W,41438
,,ext_source,Open Library,41439
,,ext_match_score,0.496,41439
,,ext_title,Summa Theologica,41439
,,ext_author,Thomas Aquinas,41439
,,ext_year,1467,41439
,,ext_publisher,,41439
,,ext_place,,41439
,,ext_language,pol,41439
,,ext_physical_desc,,41439
,,ext_identifiers,{},41439
,,ext_notes,,41439
,,ext_url,https://openlibrary.org/works/OL15314568W,41439
,,ext_source,Open Library,41445
,,ext_match_score,0.494,41445
,,ext_title,Summa Theologica,41445
,,ext_author,Thomas Aquinas,41445
,,ext_year,1467,41445
,,ext_publisher,,41445
,,ext_place,,41445
,,ext_language,pol,41445
,,ext_physical_desc,,41445
,,ext_identifiers,{},41445
,,ext_notes,,41445
,,ext_url,https://openlibrary.org/works/OL15314568W,41445
,,ext_source,Open Library,41446
,,ext_match_score,0.582,41446
,,ext_title,Summa Theologica,41446
,,ext_author,Thomas Aquinas,41446
,,ext_year,1467,41446
,,ext_publisher,,41446
,,ext_place,,41446
,,ext_language,pol,41446
,,ext_physical_desc,,41446
,,ext_identifiers,{},41446
,,ext_notes,,41446
,,ext_url,https://openlibrary.org/works/OL15314568W,41446
,,ext_source,NOT_FOUND,41450
,,ext_match_score,0.000,41450
,,ext_title,,41450
,,ext_author,,41450
,,ext_year,,41450
,,ext_publisher,,41450
,,ext_place,,41450
,,ext_language,,41450
,,ext_physical_desc,,41450
,,ext_identifiers,{},41450
,,ext_notes,,41450
,,ext_url,,41450
,,ext_source,Open Library,41454
,,ext_match_score,0.530,41454
,,ext_title,L'obligation d'exploiter les brevets d'invention,41454
,,ext_author,C. Chenu,41454
,,ext_year,1910,41454
,,ext_publisher,,41454
,,ext_place,,41454
,,ext_language,fre,41454
,,ext_physical_desc,,41454
,,ext_identifiers,{},41454
,,ext_notes,,41454
,,ext_url,https://openlibrary.org/works/OL38822273W,41454
,,ext_source,Open Library,41455
,,ext_match_score,0.416,41455
,,ext_title,La novità metafisica in Cornelio Fabro,41455
,,ext_author,Rosa Goglia,41455
,,ext_year,2004,41455
,,ext_publisher,,41455
,,ext_place,,41455
,,ext_language,ita,41455
,,ext_physical_desc,,41455
,,ext_identifiers,{},41455
,,ext_notes,,41455
,,ext_url,https://openlibrary.org/works/OL5996323W,41455
,,ext_source,Open Library,41460
,,ext_match_score,0.881,41460
,,ext_title,Duns Scoto filosofo,41460
,,ext_author,Efrem Bettoni,41460
,,ext_year,1966,41460
,,ext_publisher,,41460
,,ext_place,,41460
,,ext_language,ita,41460
,,ext_physical_desc,,41460
,,ext_identifiers,{},41460
,,ext_notes,,41460
,,ext_url,https://openlibrary.org/works/OL28193317W,41460
,,ext_source,Open Library,41463
,,ext_match_score,0.375,41463
,,ext_title,La Divina Commedia,41463
,,ext_author,Dante Alighieri,41463
,,ext_year,1472,41463
,,ext_publisher,,41463
,,ext_place,,41463
,,ext_language,pol,41463
,,ext_physical_desc,,41463
,,ext_identifiers,{},41463
,,ext_notes,,41463
,,ext_url,https://openlibrary.org/works/OL93082W,41463
,,ext_source,NOT_FOUND,41465
,,ext_match_score,0.000,41465
,,ext_title,,41465
,,ext_author,,41465
,,ext_year,,41465
,,ext_publisher,,41465
,,ext_place,,41465
,,ext_language,,41465
,,ext_physical_desc,,41465
,,ext_identifiers,{},41465
,,ext_notes,,41465
,,ext_url,,41465
,,ext_source,Open Library,41469
,,ext_match_score,0.352,41469
,,ext_title,Benedetto Spinoza e le trasformazione del suo pensiero,41469
,,ext_author,Sebastiano Turbiglio,41469
,,ext_year,1874,41469
,,ext_publisher,,41469
,,ext_place,,41469
,,ext_language,ita,41469
,,ext_physical_desc,,41469
,,ext_identifiers,{},41469
,,ext_notes,,41469
,,ext_url,https://openlibrary.org/works/OL12844715W,41469
,,ext_source,Open Library,41477
,,ext_match_score,0.557,41477
,,ext_title,Il Mito del mondo nuovo,41477
,,ext_author,Eric Voegelin,41477
,,ext_year,1990,41477
,,ext_publisher,,41477
,,ext_place,,41477
,,ext_language,ita,41477
,,ext_physical_desc,,41477
,,ext_identifiers,{},41477
,,ext_notes,,41477
,,ext_url,https://openlibrary.org/works/OL485284W,41477
,,ext_source,NOT_FOUND,41479
,,ext_match_score,0.000,41479
,,ext_title,,41479
,,ext_author,,41479
,,ext_year,,41479
,,ext_publisher,,41479
,,ext_place,,41479
,,ext_language,,41479
,,ext_physical_desc,,41479
,,ext_identifiers,{},41479
,,ext_notes,,41479
,,ext_url,,41479
,,ext_source,Open Library,41486
,,ext_match_score,0.434,41486
,,ext_title,Marsilio da Padova e la filosofia politica del medio evo,41486
,,ext_author,Felice Battaglia,41486
,,ext_year,1928,41486
,,ext_publisher,,41486
,,ext_place,,41486
,,ext_language,ita,41486
,,ext_physical_desc,,41486
,,ext_identifiers,{},41486
,,ext_notes,,41486
,,ext_url,https://openlibrary.org/works/OL27770588W,41486
,,ext_source,Internet Archive,41490
,,ext_match_score,0.880,41490
,,ext_title,"Montesquieu - Romains, Projet de Preface [1734,1748]",41490
,,ext_author,Montesquieu,41490
,,ext_year,1734,41490
,,ext_publisher,,41490
,,ext_place,,41490
,,ext_language,,41490
,,ext_physical_desc,"<span style=""color:rgb(28,38,61);font-family:'Source Sans Pro', serif;font-size:18px;font-weight:700;background-color:rgb(255,255,255);"">Montesquieu - Romains, Projet de Preface [1734,1748]</span>",41490
,,ext_identifiers,"{""identifier"": ""1734-1748""}",41490
,,ext_notes,,41490
,,ext_url,https://archive.org/details/1734-1748,41490
,,ext_source,NOT_FOUND,41491
,,ext_match_score,0.000,41491
,,ext_title,,41491
,,ext_author,,41491
,,ext_year,,41491
,,ext_publisher,,41491
,,ext_place,,41491
,,ext_language,,41491
,,ext_physical_desc,,41491
,,ext_identifiers,{},41491
,,ext_notes,,41491
,,ext_url,,41491
,,ext_source,NOT_FOUND,41492
,,ext_match_score,0.000,41492
,,ext_title,,41492
,,ext_author,,41492
,,ext_year,,41492
,,ext_publisher,,41492
,,ext_place,,41492
,,ext_language,,41492
,,ext_physical_desc,,41492
,,ext_identifiers,{},41492
,,ext_notes,,41492
,,ext_url,,41492
,,ext_source,Open Library,41500
,,ext_match_score,0.617,41500
,,ext_title,I simboli della Chiesa Madonna del Mare di Trieste,41500
,,ext_author,P. Gabriele Polita,41500
,,ext_year,1986,41500
,,ext_publisher,,41500
,,ext_place,,41500
,,ext_language,ita,41500
,,ext_physical_desc,,41500
,,ext_identifiers,{},41500
,,ext_notes,,41500
,,ext_url,https://openlibrary.org/works/OL15821111W,41500
,,ext_source,NOT_FOUND,41502
,,ext_match_score,0.000,41502
,,ext_title,,41502
,,ext_author,,41502
,,ext_year,,41502
,,ext_publisher,,41502
,,ext_place,,41502
,,ext_language,,41502
,,ext_physical_desc,,41502
,,ext_identifiers,{},41502
,,ext_notes,,41502
,,ext_url,,41502
,,ext_source,Open Library,41506
,,ext_match_score,0.440,41506
,,ext_title,Catena aurea,41506
,,ext_author,Thomas Aquinas,41506
,,ext_year,1482,41506
,,ext_publisher,,41506
,,ext_place,,41506
,,ext_language,eng,41506
,,ext_physical_desc,,41506
,,ext_identifiers,{},41506
,,ext_notes,,41506
,,ext_url,https://openlibrary.org/works/OL546926W,41506
,,ext_source,Open Library,41509
,,ext_match_score,0.742,41509
,,ext_title,Handkonkordanz zum griechischen Neuen Testament,41509
,,ext_author,Otto Schmoller,41509
,,ext_year,1963,41509
,,ext_publisher,,41509
,,ext_place,,41509
,,ext_language,grc,41509
,,ext_physical_desc,,41509
,,ext_identifiers,{},41509
,,ext_notes,,41509
,,ext_url,https://openlibrary.org/works/OL28197533W,41509
,,ext_source,NOT_FOUND,41510
,,ext_match_score,0.000,41510
,,ext_title,,41510
,,ext_author,,41510
,,ext_year,,41510
,,ext_publisher,,41510
,,ext_place,,41510
,,ext_language,,41510
,,ext_physical_desc,,41510
,,ext_identifiers,{},41510
,,ext_notes,,41510
,,ext_url,,41510
,,ext_source,NOT_FOUND,41511
,,ext_match_score,0.000,41511
,,ext_title,,41511
,,ext_author,,41511
,,ext_year,,41511
,,ext_publisher,,41511
,,ext_place,,41511
,,ext_language,,41511
,,ext_physical_desc,,41511
,,ext_identifiers,{},41511
,,ext_notes,,41511
,,ext_url,,41511
,,ext_source,NOT_FOUND,41512
,,ext_match_score,0.000,41512
,,ext_title,,41512
,,ext_author,,41512
,,ext_year,,41512
,,ext_publisher,,41512
,,ext_place,,41512
,,ext_language,,41512
,,ext_physical_desc,,41512
,,ext_identifiers,{},41512
,,ext_notes,,41512
,,ext_url,,41512
,,ext_source,NOT_FOUND,41513
,,ext_match_score,0.000,41513
,,ext_title,,41513
,,ext_author,,41513
,,ext_year,,41513
,,ext_publisher,,41513
,,ext_place,,41513
,,ext_language,,41513
,,ext_physical_desc,,41513
,,ext_identifiers,{},41513
,,ext_notes,,41513
,,ext_url,,41513
,,ext_source,Open Library,41514
,,ext_match_score,0.300,41514
,,ext_title,Celebrazione del VII centenario della nascita di Dante Alighieri,41514
,,ext_author,Accademia nazionale dei Lincei,41514
,,ext_year,1965,41514
,,ext_publisher,,41514
,,ext_place,,41514
,,ext_language,ita,41514
,,ext_physical_desc,,41514
,,ext_identifiers,{},41514
,,ext_notes,,41514
,,ext_url,https://openlibrary.org/works/OL10719180W,41514
,,ext_source,Open Library,41515
,,ext_match_score,0.312,41515
,,ext_title,Celebrazione del VII centenario della nascita di Dante Alighieri,41515
,,ext_author,Accademia nazionale dei Lincei,41515
,,ext_year,1965,41515
,,ext_publisher,,41515
,,ext_place,,41515
,,ext_language,ita,41515
,,ext_physical_desc,,41515
,,ext_identifiers,{},41515
,,ext_notes,,41515
,,ext_url,https://openlibrary.org/works/OL10719180W,41515
,,ext_source,Open Library,41517
,,ext_match_score,0.330,41517
,,ext_title,Manuel Biblique,41517
,,ext_author,F. Vigouroux,41517
,,ext_year,1884,41517
,,ext_publisher,,41517
,,ext_place,,41517
,,ext_language,fre,41517
,,ext_physical_desc,,41517
,,ext_identifiers,{},41517
,,ext_notes,,41517
,,ext_url,https://openlibrary.org/works/OL27766251W,41517
,,ext_source,Open Library,41518
,,ext_match_score,0.326,41518
,,ext_title,Manuel Biblique,41518
,,ext_author,F. Vigouroux,41518
,,ext_year,1884,41518
,,ext_publisher,,41518
,,ext_place,,41518
,,ext_language,fre,41518
,,ext_physical_desc,,41518
,,ext_identifiers,{},41518
,,ext_notes,,41518
,,ext_url,https://openlibrary.org/works/OL27766251W,41518
,,ext_source,Open Library,41520
,,ext_match_score,0.295,41520
,,ext_title,De institutis saecularibus,41520
,,ext_author,Commentarium Pro Religiosis et Missionariis.,41520
,,ext_year,1951,41520
,,ext_publisher,,41520
,,ext_place,,41520
,,ext_language,lat,41520
,,ext_physical_desc,,41520
,,ext_identifiers,{},41520
,,ext_notes,,41520
,,ext_url,https://openlibrary.org/works/OL12314562W,41520
,,ext_source,Open Library,41523
,,ext_match_score,0.500,41523
,,ext_title,"Saint Jean de la Croix, mystique et maître spirituel",41523
,,ext_author,Federico Ruiz,41523
,,ext_year,1995,41523
,,ext_publisher,,41523
,,ext_place,,41523
,,ext_language,fre,41523
,,ext_physical_desc,,41523
,,ext_identifiers,{},41523
,,ext_notes,,41523
,,ext_url,https://openlibrary.org/works/OL9941633W,41523
,,ext_source,Internet Archive,41526
,,ext_match_score,0.840,41526
,,ext_title,The stars look down,41526
,,ext_author,":Cronin, A. J.",41526
,,ext_year,1939,41526
,,ext_publisher,"Victor Gollancz, London",41526
,,ext_place,,41526
,,ext_language,eng,41526
,,ext_physical_desc,,41526
,,ext_identifiers,"{""identifier"": ""dli.ministry.23100""}",41526
,,ext_notes,,41526
,,ext_url,https://archive.org/details/dli.ministry.23100,41526
,,ext_source,NOT_FOUND,41530
,,ext_match_score,0.000,41530
,,ext_title,,41530
,,ext_author,,41530
,,ext_year,,41530
,,ext_publisher,,41530
,,ext_place,,41530
,,ext_language,,41530
,,ext_physical_desc,,41530
,,ext_identifiers,{},41530
,,ext_notes,,41530
,,ext_url,,41530
,,ext_source,NOT_FOUND,41531
,,ext_match_score,0.000,41531
,,ext_title,,41531
,,ext_author,,41531
,,ext_year,,41531
,,ext_publisher,,41531
,,ext_place,,41531
,,ext_language,,41531
,,ext_physical_desc,,41531
,,ext_identifiers,{},41531
,,ext_notes,,41531
,,ext_url,,41531
,,ext_source,NOT_FOUND,41533
,,ext_match_score,0.000,41533
,,ext_title,,41533
,,ext_author,,41533
,,ext_year,,41533
,,ext_publisher,,41533
,,ext_place,,41533
,,ext_language,,41533
,,ext_physical_desc,,41533
,,ext_identifiers,{},41533
,,ext_notes,,41533
,,ext_url,,41533
,,ext_source,Open Library,41536
,,ext_match_score,0.391,41536
,,ext_title,La Divina Commedia,41536
,,ext_author,Dante Alighieri,41536
,,ext_year,1472,41536
,,ext_publisher,,41536
,,ext_place,,41536
,,ext_language,pol,41536
,,ext_physical_desc,,41536
,,ext_identifiers,{},41536
,,ext_notes,,41536
,,ext_url,https://openlibrary.org/works/OL93082W,41536
,,ext_source,Open Library,41537
,,ext_match_score,0.335,41537
,,ext_title,La Divina Commedia,41537
,,ext_author,Dante Alighieri,41537
,,ext_year,1472,41537
,,ext_publisher,,41537
,,ext_place,,41537
,,ext_language,pol,41537
,,ext_physical_desc,,41537
,,ext_identifiers,{},41537
,,ext_notes,,41537
,,ext_url,https://openlibrary.org/works/OL93082W,41537
,,ext_source,NOT_FOUND,41538
,,ext_match_score,0.000,41538
,,ext_title,,41538
,,ext_author,,41538
,,ext_year,,41538
,,ext_publisher,,41538
,,ext_place,,41538
,,ext_language,,41538
,,ext_physical_desc,,41538
,,ext_identifiers,{},41538
,,ext_notes,,41538
,,ext_url,,41538
,,ext_source,NOT_FOUND,41540
,,ext_match_score,0.000,41540
,,ext_title,,41540
,,ext_author,,41540
,,ext_year,,41540
,,ext_publisher,,41540
,,ext_place,,41540
,,ext_language,,41540
,,ext_physical_desc,,41540
,,ext_identifiers,{},41540
,,ext_notes,,41540
,,ext_url,,41540
,,ext_source,Open Library,41544
,,ext_match_score,0.389,41544
,,ext_title,L'arte nella casa di Dio,41544
,,ext_author,Luciano Bartoli,41544
,,ext_year,1950,41544
,,ext_publisher,,41544
,,ext_place,,41544
,,ext_language,ita,41544
,,ext_physical_desc,,41544
,,ext_identifiers,{},41544
,,ext_notes,,41544
,,ext_url,https://openlibrary.org/works/OL28209955W,41544
,,ext_source,Open Library,41546
,,ext_match_score,0.302,41546
,,ext_title,Wuthering Heights,41546
,,ext_author,Emily Brontë,41546
,,ext_year,1846,41546
,,ext_publisher,,41546
,,ext_place,,41546
,,ext_language,pol,41546
,,ext_physical_desc,,41546
,,ext_identifiers,{},41546
,,ext_notes,,41546
,,ext_url,https://openlibrary.org/works/OL21177W,41546
,,ext_source,Open Library,41547
,,ext_match_score,0.366,41547
,,ext_title,Portrait de Karl Barth,41547
,,ext_author,Georges Casalis,41547
,,ext_year,1960,41547
,,ext_publisher,,41547
,,ext_place,,41547
,,ext_language,fre,41547
,,ext_physical_desc,,41547
,,ext_identifiers,{},41547
,,ext_notes,,41547
,,ext_url,https://openlibrary.org/works/OL5601885W,41547
,,ext_source,Open Library,41548
,,ext_match_score,0.388,41548
,,ext_title,La Poetica,41548
,,ext_author,Aristotle,41548
,,ext_year,1479,41548
,,ext_publisher,,41548
,,ext_place,,41548
,,ext_language,eng,41548
,,ext_physical_desc,,41548
,,ext_identifiers,{},41548
,,ext_notes,,41548
,,ext_url,https://openlibrary.org/works/OL151515W,41548
,,ext_source,Open Library,41549
,,ext_match_score,0.388,41549
,,ext_title,La Poetica,41549
,,ext_author,Aristotle,41549
,,ext_year,1479,41549
,,ext_publisher,,41549
,,ext_place,,41549
,,ext_language,eng,41549
,,ext_physical_desc,,41549
,,ext_identifiers,{},41549
,,ext_notes,,41549
,,ext_url,https://openlibrary.org/works/OL151515W,41549
,,ext_source,Open Library,41550
,,ext_match_score,0.388,41550
,,ext_title,La Poetica,41550
,,ext_author,Aristotle,41550
,,ext_year,1479,41550
,,ext_publisher,,41550
,,ext_place,,41550
,,ext_language,eng,41550
,,ext_physical_desc,,41550
,,ext_identifiers,{},41550
,,ext_notes,,41550
,,ext_url,https://openlibrary.org/works/OL151515W,41550
,,ext_source,Open Library,41553
,,ext_match_score,0.469,41553
,,ext_title,Jürgen Moltmann Werke,41553
,,ext_author,Jürgen Moltmann,41553
,,ext_year,2016,41553
,,ext_publisher,,41553
,,ext_place,,41553
,,ext_language,,41553
,,ext_physical_desc,,41553
,,ext_identifiers,{},41553
,,ext_notes,,41553
,,ext_url,https://openlibrary.org/works/OL20230136W,41553
,,ext_source,Open Library,41557
,,ext_match_score,0.417,41557
,,ext_title,The Old Testament,41557
,,ext_author,Rolf Rendtorff,41557
,,ext_year,1985,41557
,,ext_publisher,,41557
,,ext_place,,41557
,,ext_language,eng,41557
,,ext_physical_desc,,41557
,,ext_identifiers,{},41557
,,ext_notes,,41557
,,ext_url,https://openlibrary.org/works/OL750894W,41557
,,ext_source,Open Library,41561
,,ext_match_score,0.587,41561
,,ext_title,La nuova cattolicità del cattolicesimo,41561
,,ext_author,Vittorio Subilia,41561
,,ext_year,1967,41561
,,ext_publisher,,41561
,,ext_place,,41561
,,ext_language,ita,41561
,,ext_physical_desc,,41561
,,ext_identifiers,{},41561
,,ext_notes,,41561
,,ext_url,https://openlibrary.org/works/OL3595857W,41561
,,ext_source,NOT_FOUND,41563
,,ext_match_score,0.000,41563
,,ext_title,,41563
,,ext_author,,41563
,,ext_year,,41563
,,ext_publisher,,41563
,,ext_place,,41563
,,ext_language,,41563
,,ext_physical_desc,,41563
,,ext_identifiers,{},41563
,,ext_notes,,41563
,,ext_url,,41563
,,ext_source,Open Library,41564
,,ext_match_score,0.370,41564
,,ext_title,Leaves of Grass,41564
,,ext_author,Walt Whitman,41564
,,ext_year,1855,41564
,,ext_publisher,,41564
,,ext_place,,41564
,,ext_language,hun,41564
,,ext_physical_desc,,41564
,,ext_identifiers,{},41564
,,ext_notes,,41564
,,ext_url,https://openlibrary.org/works/OL16333W,41564
,,ext_source,NOT_FOUND,41565
,,ext_match_score,0.000,41565
,,ext_title,,41565
,,ext_author,,41565
,,ext_year,,41565
,,ext_publisher,,41565
,,ext_place,,41565
,,ext_language,,41565
,,ext_physical_desc,,41565
,,ext_identifiers,{},41565
,,ext_notes,,41565
,,ext_url,,41565
,,ext_source,Open Library,41567
,,ext_match_score,0.469,41567
,,ext_title,Le lettere,41567
,,ext_author,Giovanni Calabria,41567
,,ext_year,2000,41567
,,ext_publisher,,41567
,,ext_place,,41567
,,ext_language,ita,41567
,,ext_physical_desc,,41567
,,ext_identifiers,{},41567
,,ext_notes,,41567
,,ext_url,https://openlibrary.org/works/OL8624366W,41567
,,ext_source,NOT_FOUND,41568
,,ext_match_score,0.000,41568
,,ext_title,,41568
,,ext_author,,41568
,,ext_year,,41568
,,ext_publisher,,41568
,,ext_place,,41568
,,ext_language,,41568
,,ext_physical_desc,,41568
,,ext_identifiers,{},41568
,,ext_notes,,41568
,,ext_url,,41568
,,ext_source,NOT_FOUND,41573
,,ext_match_score,0.000,41573
,,ext_title,,41573
,,ext_author,,41573
,,ext_year,,41573
,,ext_publisher,,41573
,,ext_place,,41573
,,ext_language,,41573
,,ext_physical_desc,,41573
,,ext_identifiers,{},41573
,,ext_notes,,41573
,,ext_url,,41573
,,ext_source,NOT_FOUND,41585
,,ext_match_score,0.000,41585
,,ext_title,,41585
,,ext_author,,41585
,,ext_year,,41585
,,ext_publisher,,41585
,,ext_place,,41585
,,ext_language,,41585
,,ext_physical_desc,,41585
,,ext_identifiers,{},41585
,,ext_notes,,41585
,,ext_url,,41585
,,ext_source,NOT_FOUND,41591
,,ext_match_score,0.000,41591
,,ext_title,,41591
,,ext_author,,41591
,,ext_year,,41591
,,ext_publisher,,41591
,,ext_place,,41591
,,ext_language,,41591
,,ext_physical_desc,,41591
,,ext_identifiers,{},41591
,,ext_notes,,41591
,,ext_url,,41591
,,ext_source,Open Library,41592
,,ext_match_score,0.358,41592
,,ext_title,Lettere e dialoghi,41592
,,ext_author,Sulpicius Severus,41592
,,ext_year,2007,41592
,,ext_publisher,,41592
,,ext_place,,41592
,,ext_language,ita,41592
,,ext_physical_desc,,41592
,,ext_identifiers,{},41592
,,ext_notes,,41592
,,ext_url,https://openlibrary.org/works/OL15973379W,41592
,,ext_source,Open Library,41593
,,ext_match_score,0.377,41593
,,ext_title,Les génies du christianisme,41593
,,ext_author,Henri Tincq,41593
,,ext_year,1999,41593
,,ext_publisher,,41593
,,ext_place,,41593
,,ext_language,fre,41593
,,ext_physical_desc,,41593
,,ext_identifiers,{},41593
,,ext_notes,,41593
,,ext_url,https://openlibrary.org/works/OL2902267W,41593
,,ext_source,NOT_FOUND,41598
