n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,n_scheda_field,cod_isbn,cod_sez,collabor,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,n_s_sez,note_sp,pagine,soggetto
41245,,"GIDE, ANDRE",COPYRIGHT 1949,PARIS,GALLIMARD,FILOSOFIA,Open Library,0.505,Journal 1942-1949,André Gide,1950,https://openlibrary.org/works/OL33768427W,{},41245,,FL,,I,,,,,,18,21,,1279,
41246,,"STEFANI, MARIO",COPYRIGHT 1949,MILANO,VITA E PENSIERO,FILOSOFIA,Open Library,0.588,Essenza della filosofia,Mario Stefani,1985,https://openlibrary.org/works/OL42504512W,{},41246,,FL,,I,ita,,,,,19,21,,120,
41247,,"STEFANINI, LUIGI",COPYRIGHT 1952,PADOVA,CEDAM,FILOSOFIA,OPAC SBN,0.838,Sanmario storico della filosofia / Luigi Stefanini,"Stefanini, Luigi <1934- >",1937,https://opac.sbn.it/bid/RCA0027925,"{""bid"": ""IT\\ICCU\\RCA\\0027925""}",41247,,FL,,I,ITALIANO,Tit. sul dorso : Storia della filosofia.,208 p. ; 20 cm,,,23,21,,370,
41248,,"AUDRY, COLETTE",COPYRIGHT 1970,FIRENZE,SANSONI,FILOSOFIA,OPAC SBN,0.940,"Sartre : la vita, il pensiero, i testi esemplari / di Colette Audry ; traduzione di Giuliana Dacio Giani","Audry, Colette",1970,https://opac.sbn.it/bid/RAV0101451,"{""bid"": ""IT\\ICCU\\RAV\\0101451""}",41248,,FL,G. DACIO GIANI,I,ITALIANO,,"239 p., [12] carte di tav. : ill. ; 19 cm",,,20,21,,239,
41249,,"STEIN, EDITH",COPYRIGHT 1988,ROMA,CITTA' NUOVA,FILOSOFIA,OPAC SBN,0.980,Introduzione alla filosofia / Edith Stein ; prefazione di Angela Ales Bello,"Stein, Edith",1998,https://opac.sbn.it/bid/CFI0445398,"{""bid"": ""IT\\ICCU\\CFI\\0445398""}",41249,,FL,"L. VIGONE, TRAD.",I,ITALIANO,Trad. di Anna Maria Pezzella | Nell'occhietto: Opere di Edith Stein.,296 p. ; 21 cm,,,20,21,,560,
41250,,"SOTTIAUX, EDGARD",COPYRIGHT 1956,LOUVAIN,NAUWELAERTS,FILOSOFIA,OPAC SBN,0.940,Gabriel Marcel : philosophe et dramaturge / Edgard Sottiaux,"Sottiaux, Edgard",1956,https://opac.sbn.it/bid/PUV0613626,"{""bid"": ""IT\\ICCU\\PUV\\0613626""}",41250,,FL,,I,FRANCESE,,219 p. ; 19 cm.,,,18,21,,220,
41251,,,COPYRIGHT 1976,MILANO,VITA E PENSIERO,FILOSOFIA,NOT_FOUND,0.000,,,,,{},41251,,FL,CARLA BETTINELLI,I,,,,,,19,21,,224,
41252,,"FLORES D'ARCAIS, GIUSEPPE",COPYRIGHT 1987,BRESCIA,LA SCUOLA,FILOSOFIA / PEDAGOGIA,OPAC SBN,0.728,L'ambiente / Giuseppe Flores d'Arcais,"Flores d'Arcais, Giuseppe <1908-2004>",1967,https://opac.sbn.it/bid/LO11146112,"{""bid"": ""IT\\ICCU\\LO1\\1146112""}",41252,,FL,,I,ITALIANO,,1 v.,,,20.5,21,,149,
41253,,"BELANGER, GERARD",COPYRIGHT 1965,PARIS,ED. OUVRIERES,FILOSOFIA / PEDAGOGIA,OPAC SBN,0.940,L'amour chemin de la liberte : essai sur la personnalisation / Gerard Belanger,"Belanger, Gerard",1965,https://opac.sbn.it/bid/PAR0832278,"{""bid"": ""IT\\ICCU\\PAR\\0832278""}",41253,,FL,,I,FRANCESE,,179 p. ; 19 cm.,,,19.5,21,,180,
41254,,"CAMUS, ALBERT",COPYRIGHT 1965,MILANO,BOMPIANI,LETTERATURA E FILOSOFIA,Open Library,0.455,La Chute,Albert Camus,1917,https://openlibrary.org/works/OL1230631W,{},41254,,FL,"B. DAL FABBRO, TRAD.",III,eng,,,,,21,21,,295,
41255,,"CHENU, JOSEPH",COPYRIGHT 1948,PARIS,AUBIER,LETTERATURA E FILOSOFIA,OPAC SBN,0.940,Le théatre de Gabriel Marcel et sa signification métaphysique / Joseph Chenu,"Chenu, Joseph",1948,https://opac.sbn.it/bid/TO00715171,"{""bid"": ""IT\\ICCU\\TO0\\0715171""}",41255,,FL,,I,FRANCESE,,227 p. ; 21 cm.,,,19,21,,229,
41256,,"CHIODI, PIETRO",COPYRIGHT 1971,TORINO,LOESCHER,FILOSOFIA,OPAC SBN,0.980,Filosofia e discorso / Pietro Chiodi,"Chiodi, Pietro",1959,https://opac.sbn.it/bid/RMS2703129,"{""bid"": ""IT\\ICCU\\RMS\\2703129""}",41256,,FL,,I- 7 RIST.,ITALIANO,"Estr. da: Rivista di filosofia, Volume L - N. 2, Aprile 1959.",P. 180-193 ; 25 cm,,,19,21,,223,
41257,,"DAVY, M.-M.",COPYRIGHT 1959,PARIS,FLAMMARION,FILOSOFIA,OPAC SBN,0.599,Iniziazione al Medioevo : la filosofia nel secolo dodicesimo / Marie-Magdeleine Davy ; edizione italiana a cura di Costante Marabelli,"Davy, Marie Madeleine",1981,https://opac.sbn.it/bid/SBL0314173,"{""bid"": ""IT\\ICCU\\SBL\\0314173""}",41257,,FL,,I,ITALIANO,Trad. di Costante Marabelli,"X, 340 p. ; 23 cm",,,21,21,,347,
41258,,"DUCCI, EDDA",COPYRIGHT 1983,BRESCIA,LA SCUOLA,FILOSOFIA,OPAC SBN,1.040,La parola nell'uomo : spunti per una filosofia dell'educazione dalla pneumatologia di Ferdinand Ebner / Edda Ducci,"Ducci, Edda",1983,https://opac.sbn.it/bid/CFI0000617,"{""bid"": ""IT\\ICCU\\CFI\\0000617""}",41258,,FL,,I,ITALIANO,,169 p. ; 21 cm.,,,21,21,,171,
41259,,"EBNER, FERDINAND",COPYRIGHT 1991,ROMA,ANICIA,FILOSOFIA,OPAC SBN,0.880,Proviamo a guardare al futuro / Ferdinand Ebner ; a cura di Nunzio Bombaci ; prefazione di Silvano Zucal,"Ebner, Ferdinand",2009,https://opac.sbn.it/bid/TO01735615,"{""bid"": ""IT\\ICCU\\TO0\\1735615""}",41259,,FL,"E. DUCCI, P. ROSSANO, CURAT.",I,ITALIANO,"Pubblicato originariamente in: Schriften, vol. 1, 1963, con il titolo: Versuch eines Ausblicks in die Zukunft | Trauzione di N. Bombaci",366 p. ; 20 cm,,,24,21,,212,
41260,,"GARAUDY, ROGER",COPYRIGHT 1972,ASSISI,CITTADELLA,FILOSOFIA,OPAC SBN,0.940,"Prospettive dell'uomo : esistenzialismo, cattolicesimo, strutturalismo, marxismo / Roger Garaudy","Garaudy, Roger",1972,https://opac.sbn.it/bid/LIA0108598,"{""bid"": ""IT\\ICCU\\LIA\\0108598""}",41260,,FL,"L. BACCHIARELLO, TRAD.",II,ITALIANO,,455 p. ; 21 cm.,,,20,21,,211,
41261,,"GUITTON, JEAN",COPYRIGHT 1997,MILANO,MURSIA,FILOSOFIA,OPAC SBN,0.940,Il mio testamento filosofico / Jean Guitton,"Guitton, Jean",1997,https://opac.sbn.it/bid/TO00588847,"{""bid"": ""IT\\ICCU\\TO0\\0588847""}",41261,,FL,"G. DI PAOLO, TRAD.",I,ITALIANO,Trad. di Giannetta Di Paolo,229 p. ; 21 cm,,,21,21,,230,
41262,,"GUITTON, JEAN",COPYRIGHT 1997,MILANO,PAOLINE,FILOSOFIA,OPAC SBN,0.940,Il mio testamento filosofico / Jean Guitton,"Guitton, Jean",1997,https://opac.sbn.it/bid/TO00588847,"{""bid"": ""IT\\ICCU\\TO0\\0588847""}",41262,,FL,"M.MESCHIARI, TRAD.",XIII,ITALIANO,Trad. di Giannetta Di Paolo,229 p. ; 21 cm,,,20,21,,156,
41263,,"GUITTON, JEAN",COPYRIGHT 1975,MILANO,PAOLINE,FILOSOFIA,OPAC SBN,0.880,"Un siècle, une vie / Jean Guitton","Guitton, Jean",1988,https://opac.sbn.it/bid/PUV0048383,"{""bid"": ""IT\\ICCU\\PUV\\0048383""}",41263,,FL,"L.ROLFO, TRAD.",I,FRANCESE,,"464 p., [8] c. di tav. : ill., fot. ; 24 cm",,,21,21,,383,
41264,,"HEIDEGGER, MARTIN",COPYRIGHT 1968,FIRENZE,LA NUOVA ITALIA,FILOSOFIA,OPAC SBN,0.980,Che cos'è la filosofia? / Martin Heidegger,"Heidegger, Martin",1981,https://opac.sbn.it/bid/RAV0048401,"{""bid"": ""IT\\ICCU\\RAV\\0048401""}",41264,,FL,"P. CHIODI, TRAD.",I,ITALIANO - TEDESCO,Testo originale a fronte.,54 p. ; 21 cm,,,21,21,,355,
41265,,"CRISTIN, RENATO",COPYRIGHT 1990,MILANO,BOMPIANI,FILOSOFIA,OPAC SBN,0.980,"Europa al plurale : filosofia e politica per l'unità europea / Renato Cristin, Sandro Fontana","Cristin, Renato",1997,https://opac.sbn.it/bid/RAV0292531,"{""bid"": ""IT\\ICCU\\RAV\\0292531""}",41265,,FL,"H.G. GADAMER, PREF.",I,ITALIANO,,211 p. ; 21 cm.,,,22,21,,145,
41266,,"KIERKEGAARD, SOREN",COPYRIGHT 1975,MILANO,MONDADORI,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41266,,FL,"R. CANTONI, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,18,21,,215,
41267,,"KIERKEGAARD, SOREN",COPYRIGHT 1972,TORINO,SEI,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41267,,FL,"C. FABRO, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,19.5,21,,275,
41268,,"KIERKEGAARD, SOREN",COPYRIGHT 1982,BOLOGNA,ZANICHELLI,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41268,,FL,"C. FABRO, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,24,21,,381,
41269,,"KIERKEGAARD, SOREN",COPYRIGHT 1970,ALBA,PAOLINE,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41269,,FL,"MON. DI ROSANO, TRAD.",II,ITALIANO,,797 p. ; 22 cm.,,,18.5,21,,366,
41270,,"KIERKEGAARD, SOREN",COPYRIGHT 1993,ROMA,NEWTON,FILOSOFIA,OPAC SBN,0.990,Filosofia e paradosso / \scritti di! Søren Kierkegaard ; a cura di Anna Giannatiempo Quinzio,"Kierkegaard, Søren",1993,https://opac.sbn.it/bid/TO00316206,"{""bid"": ""IT\\ICCU\\TO0\\0316206""}",41270,,FL,"A.G. SABATINI, CURAT.",I,ITALIANO,,169 p. ; 22 cm.,,,19.5,21,,100,
41271,,"KIERKEGAARD, SOREN",COPYRIGHT 1963,TORINO,BORLA,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41271,,FL,"D.T. DONADONI, TRAD.",I,ITALIANO,,797 p. ; 22 cm.,,,20,21,LE IDEE E LA VITA N.7,254,
41272,,"KIERKEGAARD, SOREN",COPYRIGHT 1986,TORINO,PARAVIA,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41272,,FL,"E. PACI, TRAD.",I,ITALIANO,,797 p. ; 22 cm.,,,20,21,BIBL. DI FILOSOFIA,146,
41273,,"KIERKEGAARD, SOREN",COPYRIGHT 1970,ROMA,STUDIUM,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41273,,FL,"C. FABRO, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,24,21,CULTURA N.XLI,408,
41274,,"KIERKEGAARD, SOREN",COPYRIGHT 1968,TORINO,GRIBAUDI,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41274,,FL,"M. TOSCO, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,18,21,,112,
41275,,"KIERKEGAARD, SOREN",COPYRIGHT 1981,ROMA,NEW COMPTON,FILOSOFIA,OPAC SBN,0.930,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41275,,FL,"R. CANTONI, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,21,21,SAGGI N. 10,134,
41276,,"KIERKEGAARD, SOREN",COPYRIGHT 1973,TORINO,GRIBAUDI,FILOSOFIA/RELIGIONE,OPAC SBN,0.890,La neutralità armata e il piccolo intervento / Soren Kierkegaard ; a cura di Mariano Cristaldi e Gregor Malantschuk,"Kierkegaard, Søren",1972,https://opac.sbn.it/bid/SBL0434529,"{""bid"": ""IT\\ICCU\\SBL\\0434529""}",41276,,FL,"L.VAGLIASINDI, TRAD.",I,ITALIANO - DANESE,Traduzioni italiane di Nicola De Domenico e Pina Zaccarin-Lauritzen.,210 p. : [32] c. di tav. : ill. ; 23 cm,,,18,21,,111,
41277,,"KIERKEGAARD, SOREN",COPYRIGHT 1978,BRESCIA,LA SCUOLA,ANTOLOGIA DALLE OPERE,OPAC SBN,0.990,Il problema della fede / Søren Kierkegaard ; antologia dalle opere a cura di Cornelio Fabro,"Kierkegaard, Søren",1978,https://opac.sbn.it/bid/REA0019132,"{""bid"": ""IT\\ICCU\\REA\\0019132""}",41277,,FL,"C. FABRO, CURAT.",I,ITALIANO,,"XXXVII, 290 p. : 1 ritratto ; 20 cm.",,,21,21,,290,
41278,,"KIERKEGAARD, SOREN",COPYRIGHT 1962,BRESCIA,MORCELLIANA,OPERE DI KIERKEGAARD,OPAC SBN,0.830,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41278,,FL,"C. FABRO, CURAT.",II,ITALIANO,,797 p. ; 22 cm.,,,18,21,,1040,
41279,,"KIERKEGAARD, SOREN",COPYRIGHT 1962,BRESCIA,MORCELLIANA,OPERE DI KIERKEGAARD,OPAC SBN,0.830,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41279,,FL,"C. FABRO, CURAT.",II,ITALIANO,,797 p. ; 22 cm.,,,18,21,,980,
41280,,"JESI, FURIO",COPYRIGHT 1972,FOSSANO,ESPERIENZE,CRITICA--KIERKEGAARD,OPAC SBN,0.940,Kierkegaard / Furio Jesi,"Jesi, Furio",1972,https://opac.sbn.it/bid/LIA0095452,"{""bid"": ""IT\\ICCU\\LIA\\0095452""}",41280,,FL,,I,ITALIANO,,"271 p., [4! c. di tav. : ritr. ; 21 cm.",,,21,21,,271,
41281,,"JOLIVET, REGIS",COPYRIGHT 1958,ROMA,PAOLINE,CRITICA--KIERKEGAARD,OPAC SBN,0.875,Aux sources de l'existentialisme chrétien : Kierkegaard / Régis Jolivet,"Jolivet, Régis",1958,https://opac.sbn.it/bid/PUV0564508,"{""bid"": ""IT\\ICCU\\PUV\\0564508""}",41281,,FL,I. ANDREINI ROSSI,I,FRANCESE,,287 p. ; 20 cm.,,,19,21,,310,
41282,ETRE ET AVOIR JOURNAL METAPHYSIQUE 1928-1933,"MARCEL, GABRIEL",COPYRIGHT 1968,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.733,1: Journal metaphysique : 1928-1933 / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1968,https://opac.sbn.it/bid/PUV0443238,"{""bid"": ""IT\\ICCU\\PUV\\0443238""}",41282,,FL,,I,FRANCESE,,220 p. ; 18 cm.,,,18,21,,220,
41283,,"MARCEL, GABRIEL",COPYRIGHT 1964,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41283,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,19,21,,220,
41284,,"MARCEL, GABRIEL",COPYRIGHT 1963,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41284,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,18,21,,235,
41285,,"MARCEL, GABRIEL",COPYRIGHT 1964,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41285,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,18,21,,189,
41286,,"MARCEL, GABRIEL",COPYRIGHT 1945,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41286,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,19,21,,237,
41287,,"MARCEL, GABRIEL",COPYRIGHT 1944,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41287,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,19,21,,371,
41288,,"MARCEL, GABRIEL",COPYRIGHT 1955,PARIS,AUBIER,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41288,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,19,21,,189,
41289,,"MARCEL, GABRIEL",COPYRIGHT 1951,PARIS,FLAMMARION,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41289,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,22,21,,207,
41290,,"MARCEL, GABRIEL",COPYRIGHT 1959,PARIS,FLAMMARION,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41290,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,22,21,,235,
41291,,"MARCEL, GABRIEL",COPYRIGHT 1927,PARIS,GALLIMARD,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41291,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,23,21,,341,
41292,,"MARCEL, GABRIEL",COPYRIGHT 1948,PARIS,GALLIMARD,OPERE DI G. MARCEL,OPAC SBN,0.716,Theatre comique / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1947,https://opac.sbn.it/bid/PUV0972517,"{""bid"": ""IT\\ICCU\\PUV\\0972517""}",41292,,FL,,I,FRANCESE,Contiene: Colombyre ou Le brasier de la paix ; La double expertise ; Les points sur les i ; Le divertissement posthume.,355 p. ; 21 cm,,,22,21,,327,
41293,,"MARCEL, GABRIEL",COPYRIGHT 1967,PARIS,NAUWELAERTS,OPERE DI G. MARCEL,OPAC SBN,0.716,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41293,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,18,21,,91,
41294,,"MARCEL, GABRIEL",COPYRIGHT 1959,LYON,PARVIS,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41294,,FL,,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,17,21,,107,
41295,,"MARCEL, GABRIEL",COPYRIGHT 1966,LIGUGE'- VIENNE,ED. SEGHERS,OPERE DI G. MARCEL,OPAC SBN,0.716,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41295,,FL,PAR J. PARAIN-VIAL,I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,16,21,,191,
41296,,"MARCEL, GABRIEL",COPYRIGHT 1970,TORINO,BORLA,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41296,,FL,"G. BISSACA, TRAD.",I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,21,21,,215,
41297,,"MARCEL, GABRIEL",COPYRIGHT 1967,TORINO,BORLA,OPERE DI G. MARCEL,OPAC SBN,0.716,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41297,,FL,"CASTIGLIONI-RETTORI, TRAD.",I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,21,21,,317,
41298,,"MARCEL, GABRIEL",COPYRIGHT 1964,TORINO,BORLA,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41298,,FL,"L. VERDI-VIGHETTI, TRAD.",I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,21,21,,169,
41299,,"MARCEL, GABRIEL",COPYRIGHT 1983,TORINO,ELLE DI CI,OPERE DI G. MARCEL,OPAC SBN,0.656,Giornale matafisico / Gabriel Marcel,"Marcel, Gabriel <1889-1973>",1966,https://opac.sbn.it/bid/PUV0528188,"{""bid"": ""IT\\ICCU\\PUV\\0528188""}",41299,,FL,"Z. TRENTI, TRAD.",I,ITALIANO,trad. di Franca Spirito,520 p ; 25 cm.,,,22,21,,167,
41300,,"MESNARD, PIERRE",COPYRIGHT 1948,PARIS,BEAUCHESNE - SES FILS,CRITICA- KIERKEGAARD,OPAC SBN,0.880,Kierkegaard / par Pierre Mesnard,"Mesnard, Pierre",1970,https://opac.sbn.it/bid/UFI0355410,"{""bid"": ""IT\\ICCU\\UFI\\0355410""}",41300,,FL,,I,FRANCESE,,104 p. ; 18 cm.,,,23,21,,494,
41301,,"KIERKEGAARD, SOREN",COPYRIGHT 1982,BOLOGNA,ZANICHELLI,OPERE DI KIERKEGAARD,OPAC SBN,0.830,2: Briciole di filosofia ; Postilla conclusiva non scientifica alle Briciole di filosofia / Søren Kierkegaard,"Kierkegaard, Søren",1995,https://opac.sbn.it/bid/LO10369126,"{""bid"": ""IT\\ICCU\\LO1\\0369126""}",41301,,FL,"CORNELIO FABRO, CURAT.",I,ITALIANO,,797 p. ; 22 cm.,,,24,21,,448,
41302,,"MOSSO, M. MARGHERITA, REL.",1971,ROMA,IST. PAREGG. MARIA SS. ASSUNTA,TESI DI LAUREA,Library of Congress,0.304,Italian pocket dictionary: in two parts: I. Italian and English:--II. English and Italian.,"graglia, c.",1838,http://www.loc.gov/item/28018456/,"{""loc_id"": ""http://www.loc.gov/item/28018456/""}",41302,,FL,"G. DI NAPOLI, RELATORE",,,,,,,27,21,,404,
41303,,"DE UNAMUNO, MIGUEL",COPYRIGHT 1968,TORINO,BORLA,MAESTRI DELLO SPIRITO N. 5,OPAC SBN,0.751,Soledad / Miguel de Unamuno,"Unamuno, Miguel : de",1968,https://opac.sbn.it/bid/PAR0774387,"{""bid"": ""IT\\ICCU\\PAR\\0774387""}",41303,,FL,"L. D'ARCANGELO, TRAD.",I,SPAGNOLO,,165 p.; 18 cm.,,,21,21,,346,
41304,,"FIORI, GABRIELLA",COPYRIGHT 1981,MILANO,GARZANTI,BIOGRAFIA DI SIMONE WEIL,OPAC SBN,0.940,Simone Weil : biografia di un pensiero / di Gabriella Fiori,"Fiori, Gabriella",1981,https://opac.sbn.it/bid/RLZ0114217,"{""bid"": ""IT\\ICCU\\RLZ\\0114217""}",41304,,FL,DI GABRIELLA FIORI,I,ITALIANO,,"375 p., [8] p. di tav. : ill. ; 21 cm.",,,21,21,,377,
41305,,"RISSO, ALESSANDRA",COPYRIGHT 1994,TORINO,IL SEGNALIBRO,TESI DI LAUREA,OPAC SBN,0.940,Pedagogia dell'attenzione : da una lettura di Simone Weil / Alessandra Risso,"Risso, Alessandra",1994,https://opac.sbn.it/bid/MIL0229188,"{""bid"": ""IT\\ICCU\\MIL\\0229188""}",41305,,FL,,I,ITALIANO,,"VII, 224 p. ; 21 cm.",,,21,21,,224,
