n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,cod_isbn,cod_sez,collabor,data_crea,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,illustr,n_s_sez,noName,note_sp,pagine,segnatura,soggetto,volume
41652,,"LANZ, ARNALDO M., S.I.",1946,ROMA,TIP. DON GUANELLA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-01 00:00:00,I,,,,,,20,"FOTO, TAVOLE",30,920 L60,,532,SR,,2025-01-01 00:00:00
41653,,,1934,FIRENZE,BARBERA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-01 00:00:00,II,,,,,,24,"FOTO, TAVOLE",30,920 B102,,683,SR,,2025-01-01 00:00:00
41654,,"DEL SOLDATO, CAMILLA",1931,TORINO,SEI,BIOGRAFIE,Open Library,0.522,Le experienze di Rosetta,Camilla Del Soldato,1924,https://openlibrary.org/works/OL38535313W,{},,SE,,2003-02-01 00:00:00,I,ita,,,,,16,,30,920 S59,,166,SR,,2025-01-01 00:00:00
41655,,"VITALE, FRANCESCO",1939,MESSINA,SC. TIP. ANTONIANA,BIOGRAFIE,Open Library,0.508,"Astronomia ed esoterismo nell'antica Pompei e ricerche archeoastronomiche a Paestum, Cuma, Velia, Metaponto, Crotone, Locri e Vibo Valentia",Francesco Vitale,2000,https://openlibrary.org/works/OL13191956W,{},,SE,,2003-02-01 00:00:00,I,ita,,,,,25,TAVOLE E FOTO,30,920 V26,,766,SR,,2025-01-01 00:00:00
41656,,,1926,LANZO TORINESE,TIP. ANFOSSI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-01 00:00:00,I,,,,,,20,TAVOLE,30,920 A70,,276,SR,,2025-01-01 00:00:00
41657,SANTA MARIA EUFRASIA PELLETIER FONDATRICE DELLE SUORE DEL BUON PASTORE D'ANGERS,"HANDLEY, M. L.",1943,ROMA,PISANI,BIOGRAFIE,Open Library,0.580,Santa Maria Eufrasia Pelletier,M. L. Handley,1940,https://openlibrary.org/works/OL27771787W,{},,SE,,2003-02-01 00:00:00,I,und,,,,,23,,30,920 H9,,494,SR,,2025-01-01 00:00:00
41658,UN ANGELO DEL CARMELO SANTA TERESA MARGHERITA REDI,,1934,MILANO,ED. LEGA EUCARISTICA,BIOGRAFIE,Open Library,0.345,St. Theresa Margaret of the Sacred Heart of Jesus (Anna Maria  Redi),Stanslao de Santa Teresa,1934,https://openlibrary.org/works/OL7575623W,{},,SE,P. STANISLAO DI S. TERESA,2003-02-01 00:00:00,III,eng,,,,,22,TAVOLE,30,920 R67,,374,SR,,2025-01-01 00:00:00
41659,,,1934,MILANO,LEGA EUCARISTICA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,P. BENEDETTO M. DI S. TERESA B.G.,2003-02-01 00:00:00,I,,,,,,22,TAVOLE,30,920 B103,,183,SR,,2025-01-01 00:00:00
41660,,,1939,ROMA,PISANI-ISOLA DEL LIRI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,P. TESTAS,2003-02-01 00:00:00,I,,,,,,22,TAVOLE,30,920 T55,,360,SR,,2025-01-01 00:00:00
41661,ELENA GUERRA APOSTOLA DELLO SPIRITO SANTO,"SCAVIZZI, PIRRO",1939,LUCCA,PARINI-VANONI-MI,BIOGRAFIE,Open Library,0.302,Il servo di Dio don Pirro Scavizzi,U. Poletti,1987,https://openlibrary.org/works/OL15819469W,{},,SE,,2003-02-01 00:00:00,I,ita,,,,,22,TAVOLE,30,920 S60,,330,SR,,2025-01-01 00:00:00
41666,,"DE MARCHI, ANTONIO, MONS.",1933,ALBA,S. PAOLO,BIOGRAFIE,Open Library,0.321,La vita di Dante,Giovanni Boccaccio,1723,https://openlibrary.org/works/OL7180488W,{},,SE,,2003-02-03 00:00:00,I,rus,,,,,25,,30,920 M122,,182,SR,,2025-01-01 00:00:00
41667,LA SERVA DI DIO ROSA GATTORNO FONDATRICE DELLE FIGLIE DI S. ANNA,"FIOCCHI, AMBROGIO, S.I.",1937,ROMA,FIGLIE DI S. ANNA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-03 00:00:00,I,,,,,,25,"FOTO, TAVOLE",30,920 F64,,308,SR,,2025-02-01 00:00:00
41668,LA SERVA DI DIO ROSA GATTORNO FONDATRICE DELLE FIGLIE DI S. ANNA,"FIOCCHI, AMBROGIO, S.I.",1937,ROMA,FIGLIE DI S. ANNA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-03 00:00:00,I,,,,,,25,"FOTO, TAVOLE",30,920 F65,,314,SR,,2025-02-02 00:00:00
41669,VITA DI ROSA GOVONE FOND. DELLE ROSINE,"TURLETTI, CASIMIRO, CAN.",1876,TORINO,TIP. ARTIGIANELLI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-03 00:00:00,I,,,,,,25,"FOTO, TAVOLE",30,920 T56,,271,SR,,2025-01-01 00:00:00
41670,LA BEATA MARIA DESOLATA TORRES ACOSTA FOND. DELLE SERVE DI MARIA MINISTRE DEGLI INFERMI,"FEDERICI, EMIDIO",1950,ROMA,SERVE DI MARIA,BIOGRAFIE,Open Library,0.471,Beato Pio X : benefattore spirituale dell'umanita',Emidio Federici,1951,https://openlibrary.org/works/OL11855206W,{},,SE,,2003-02-03 00:00:00,I,ita,,,,,22,"FOTO, TAVOLE",30,920 F66,,308,SR,,2025-01-01 00:00:00
41671,LA BEATA ANNA MARIA JAVOUHEY FOND. DELLE SUORE DI S. GIUSEPPE DI CLUNY,"BERNOVILLE, GAETANO",1950,ROMA,SUORE DI S. GIUSEPPE,BIOGRAFIE,Open Library,0.630,La beata Anna Maria Javouhey,Gaëtan Bernoville,1950,https://openlibrary.org/works/OL11559367W,{},,SE,"D. M. E. PIETROMARCHI, TRAD.",2003-02-03 00:00:00,I,ita,,,,,22,"FOTO, TAVOLE",30,920 B104,,271,SR,,2025-01-01 00:00:00
41672,,,1939,GENOVA,SUORE DI M. RAVASCO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,"P. TEODOSIO DA VOLTRI,AUTORE",2003-02-03 00:00:00,I,,,,,,21,"FOTO, TAVOLE",30,920 T57,,260+117,SR,,2025-01-01 00:00:00
41673,,"LONGO, BARTOLO, BEATO",1920,VALLE DI POMPEI,SC. TIP. PONT. FIGLI DEI CARCERATI,BIOGRAFIE,Open Library,0.359,Bartolo Longo e la sua intimità con Dio,Adolfo L'Arco,2002,https://openlibrary.org/works/OL23853583W,{},,SE,,2003-02-03 00:00:00,VI,ita,,,,,23,"FOTO, TAVOLE",30,920 L61,,222,SR,,2025-01-01 00:00:00
41674,MADRE MARIA EUGENIA DI GESU' FOND. DELLE RELIGIOSE DELL'ASSUNZIONE,"PATRIZI, MADDALENA",1935,ISOLA DEL LIRI,PISANI,BIOGRAFIE,Open Library,0.318,The Patrizi memoirs,"Patrizi-Naro-Montoro, Maddalena Gondi marchesa.",1915,https://openlibrary.org/works/OL7418511W,{},,SE,,2003-02-03 00:00:00,I,eng,,,,,23,"FOTO, TAVOLE",30,920 P102,,267,SR,,2025-01-01 00:00:00
41675,,"MACCONO, FRANCESCO, O.F.M.",1930,BENEVAGIENNA,TIP.F. VISSIO,BIOGRAFIE,Open Library,0.548,La Parrochia e il Convento francescano,Francesco Maccono,1931,https://openlibrary.org/works/OL38554659W,{},,SE,,2003-02-03 00:00:00,I,ita,,,,,16.5,"FOTO, TAVOLE",30,920 M123,,150,SR,,2025-01-01 00:00:00
41676,,,1934,ROMA,POSTULAZ. GEN.,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,DI P. G. TASCA E P.F. GRILLO,2003-02-03 00:00:00,I,,,,,,18,"FOTO, TAVOLE",30,920 TG,,347,SR,,2025-01-01 00:00:00
41677,,"FODDAI, GIULIO",1936,TORINO,L.I.C.E.,BIOGRAFIE,Open Library,0.282,Orlando,Virginia Woolf,1928,https://openlibrary.org/works/OL39360W,{},,SE,,2003-02-03 00:00:00,I,eng,,,,,18,"FOTO, TAVOLE",30,920 F67,,112,SR,,2025-01-01 00:00:00
41678,,"LAVEILLE, A.",1930,TORINO,L.I.C.E.,BIOGRAFIE,Open Library,0.795,"Chesnelong, sa vie, son action politique et parlementaire, 1820-1899. 2e édition",LAVEILLE-A,2020,https://openlibrary.org/works/OL25759845W,{},,SE,,2003-02-03 00:00:00,I,,,,,,18,"FOTO, TAVOLE",30,920 L62,,175,SR,,2025-01-01 00:00:00
41679,REV. MADRE M. TERESA CAMERA FOND. DELLA CONGREGAZIONE DELLE FIGLIE DI N. S. DELLA PIETA',"SARTORIO, FRANCESCO SAVERIO, O.C.D.",1953,MILANO,SC. TIP. ARTIGIANELLI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-03 00:00:00,I,,,,,,18,"FOTO, TAVOLE",30,920 S61,,144,SR,,2025-01-01 00:00:00
41680,"IL BEATO ALBERICO CRESCITELLI MARTIRE IN CINA, 1900","BALCONI, LORENZO M.",1950,MILANO,P.I.M.E.,BIOGRAFIE,Open Library,0.336,Il podestà di Chioggia,Ferdinando Orlandi,1801,https://openlibrary.org/works/OL16307645W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,25,FOTO E CARTINE,30,920 B105,,288,SR,,2025-01-01 00:00:00
41681,,"ANTONIO DA PONTEDERA, CAPP.",1904,ROMA,V. SALVIUCCI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,II,,,,,,25,,30,920 A71,,144,SR,,2025-01-01 00:00:00
41682,SAN FRANCESCO DI PAOLA FONDATORE DELL'ORDINE DEI MINIMI,"ROBERTI, GIUSEPPE MARIA",1915,ROMA,FR. TEMPESTA,BIOGRAFIE,Open Library,0.433,I prodigi dell'innocenza,Giuseppe Perini,1707,https://openlibrary.org/works/OL16604372W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,25,"TAVOLE, FOTO",30,920 R68,,736,SR,,2025-01-01 00:00:00
41683,SAN GIUSEPPE PIGNATELLI S.I. IL RESTAURATORE DELLA COMPAGNIA DI GESU' IN ITALIA (1737-1811),"TESTORE, CELESTINO, S.I.",1955,ROMA,CURIA GEN. S.I.,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,24,"TAVOLE, FOTO",30,920 T58,,303,SR,,2025-01-01 00:00:00
41684,IL BEATO PIETRO GIULIANO EYMARD DAI DOCUMENTI DEI PROCESSI DI BEATIFICAZIONE,,1933,TORINO,O. EUCARISTICHE,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,23,"ILL. TAVOLE, FOTO",30,920 A72,,592,SR,,2025-01-01 00:00:00
41685,IL PREDITTO DO MARIA FRATE CRISPINO DA VITERBO (1668-1750) BEATO,ISIDORO D'ALATRI,1933,CIVITAVECCHI,STAB. TIP. MODERNO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,23,"ILL. TAVOLE, FOTO",30,920 I3,,472,SR,,2025-01-01 00:00:00
41686,,"PEANO, DALMAZIO, CAN.",1924,CUNEO,TIP. MENZIO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,II,,,,,,23,"ILL. TAVOLE, FOTO",30,920 P103,,461,SR,,2025-01-01 00:00:00
41687,VITA DI S. SERAFINO DA MONTEGRANARO TAUMATURGO DEL SECOLO XVI,"COSTANTE DA PELISSANNE, CAPP.",1940,LORETO,LIB. S. F. D'ASSISI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,23,"ILL. TAVOLE, FOTO",30,920 C105,,261,SR,,2025-01-01 00:00:00
41688,,"PALAZZINI, VITO",1944,BERGAMO,S.E.S.A.,BIOGRAFIE,Open Library,0.576,San Juan de Dios,Vito Palazzini,1963,https://openlibrary.org/works/OL12311220W,{},,SE,,2003-02-04 00:00:00,I,spa,,,,,19,"ILL. TAVOLE, FOTO",30,920 P104,,358,SR,,2025-01-01 00:00:00
41689,,"GIACCAGLIA, ALFIO",1956,BARI,PAOLINE,BIOGRAFIE,Open Library,0.498,Francesco di Assisi nei suoi scritti e nelle antiche biografie,Giambattista Montorsi,1973,https://openlibrary.org/works/OL5378046W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,17,"ILL. TAVOLE, FOTO",30,920 G84,,303,SR,,2025-01-01 00:00:00
41690,,"GERMENA, GIOVANNI, BARNABITA",1925,TORINO,LIB. S. CUORE,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,19,"ILL. TAVOLE, FOTO",30,920 G85,,200,SR,,2025-01-01 00:00:00
41691,,"ROSSETTI, ALOYSIUS, O.F.M.",1948,ROMA,P.I.M.E.,BIOGRAFIE,Open Library,0.300,Les confessions,Jean-Jacques Rousseau,1782,https://openlibrary.org/works/OL80592W,{},,SE,,2003-02-04 00:00:00,II,ger,,,,,17,"ILL. TAVOLE, FOTO",30,920 R69,PREF. DI G. ROSCHINI,295,SR,,2025-01-01 00:00:00
41692,IL PADRE PRO + 23.11.1927,"DRAGON, ANTONIO, S.I.",1934,TORINO,L.I.C.E.,BIOGRAFIE,Open Library,0.300,The Wonderful Wizard of Oz,L. Frank Baum,1899,https://openlibrary.org/works/OL18417W,{},,SE,"C. TESTORE, TRAD.",2003-02-04 00:00:00,I,yue,,,,,17,"ILL. TAVOLE, FOTO",30,920 D21,,180,SR,,2025-01-01 00:00:00
41693,L'ORDINE DEI MINIMI NELLA LUCE DEI SANTI,"ROBERTI, GIUSEPPE MARIA",1927,ROMA,CASA D. POSTULAZIONE,BIOGRAFIE,Open Library,0.449,I prodigi dell'innocenza,Giuseppe Perini,1707,https://openlibrary.org/works/OL16604372W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,19,"ILL. TAVOLE, FOTO",30,920 R70,CARRELLATA DI SANTI CANONIZZATI DELL'O.M.,163,SR,,2025-01-01 00:00:00
41694,IL CAVALIERE DI NOSTRA SIGNORA P. GIULIO CHEVALIER FOND. DEI MISSIONARI DEL S. CUORE,"GIORGI, ANTONIO, M.S.C.",1958,ROMA,COLETTI,BIOGRAFIE,Open Library,0.322,Lezione accademica intorno l'origine delle fontane,Antonio Vallisnieri,1726,https://openlibrary.org/works/OL15674934W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,20,"ILL. TAVOLE, FOTO",30,920 G86,,296,SR,,2025-01-01 00:00:00
41695,IL MARTIRIO DEL B.CARLO LUIGI HURTREL E DI LUDOVICO BENIAMINO (SETTEMBRE 1792 A PARIGI),"ROBERTI, GIUSEPPE MARIA",1927,ROMA,POSTULAZ. GEN. O.M.,BIOGRAFIE,Open Library,0.347,I prodigi dell'innocenza,Giuseppe Perini,1707,https://openlibrary.org/works/OL16604372W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,20,"ILL. TAVOLE, FOTO",30,920 R71,,99,SR,,2025-01-01 00:00:00
41696,,"DIONIGI DA GANGI, O.F.M.",1934,TIVOLI,MANTERO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,19,"ILL. TAVOLE, FOTO",30,920 G87,,166,SR,,2025-01-01 00:00:00
41697,,"SCRINZI, GIUSTINIANO",1906,VICENZA,G. GALLA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,III,,,,,,18,,30,920 S62,,352,SR,,2025-02-01 00:00:00
41698,,"SCRINZI, GIUSTINIANO",1906,VICENZA,G. GALLA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,III,,,,,,18,,30,920 S63,,352-727,SR,,2025-02-02 00:00:00
41699,,"NERI, BENEDETTO, MONS.",1923,TORINO,SEI,BIOGRAFIE,Open Library,0.382,Percorso : Collezione Di Poesie -Romanzi - Racconti - Aforismi - Saggi - Biografie : Novemila Pagine Cartacee - Trecentomila Parole,Nicola Aliani,2021,https://openlibrary.org/works/OL31010704W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,17,,30,920 N12,,341,SR,,2025-01-01 00:00:00
41700,,"PAPASOGLI, GIORGIO",1950,ROMA,T.P.U.GREGORIANA,BIOGRAFIE,Open Library,0.480,Santa Teresa d'Avila,Giorgio Papasogli,1955,https://openlibrary.org/works/OL9687427W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,22,ILL. TAVOLE,30,920 P105,,111,SR,,2025-01-01 00:00:00
41701,,SPECTATOR,1933,CHIERI-TO,G. ASTESANO,BIOGRAFIE/FATTI STORICI DELLA RIVOLUZIONE MESSICAN,Open Library,0.880,To the public,Spectator,1790,https://openlibrary.org/works/OL11104485W,{},,SE,"G. MONETTI, TRAD.",2003-02-04 00:00:00,I,eng,,,,,22,"ILL. TAVOLE, FOTO",30,920 S64,,387,SR,,2025-01-01 00:00:00
41702,,"SALVATORELLI, L.",COPYRIGHT 1973,TORINO,G. EINAUDI,,Open Library,0.824,Histoire de l'Italie,"Salvatorelli, Luigi",1973,https://openlibrary.org/works/OL1325269W,{},,SP,,2003-02-04 00:00:00,,fre,,,,,21.5,,7,"7,29","SAGGI,511 [COLL.]","8 F.P.,215",SP,,2025-01-01 00:00:00
41703,MANNA MISSIONARIA. OPERETTA UTILE PER LA PREDICAZIONE DEL CLERO E PE R LA MEDITAZIONE DELLE ANIME BUONE. SERIE PRIMA/UN CORSO DI PREDICAZ IO NE AL POPOLO,"BORGONOVO, GIUSTINO, OBL. M. DI RHO",1928,TRENTO,SCUOLA TIP. ARTIGIANELLI,,NOT_FOUND,0.000,,,,,{},,CP,,2003-02-04 00:00:00,,,,,,,19.5,,11,"11,17",,"XI,370",CP,,2025-01-01 00:00:00
41704,PER LA BUONA PREDICAZIONE. TRATTATO TEORICO-PRATICO DI SACRA ELOQUEN ZA... AD USO DEI CHIERICI E DEI GIOVANI SACERDOTI,"CARMAGNOLA, ALBINO",1927,TORINO,S.E.I.,,Open Library,0.336,Avvento novena e feste del S. Natale,Albino Carmagnola,1940,https://openlibrary.org/works/OL6487372W,{},,CP,,2003-02-04 00:00:00,IV,ita,,,,,19.5,,11,"11,18",,"XI,388",CP,,2025-01-01 00:00:00
41705,,"RAHNER, KARL, S.I.",COPYRIGHT 1968,ROMA,PAOLINE,"BIBLIOTECA DI CULTURA RELIGIOSA-SECONDA SERIE, N.",Open Library,0.422,Betrachtungen zum ignatianischen Exerzitienbuch,Karl Rahner,1965,https://openlibrary.org/works/OL151757W,{},,G,,2003-02-04 00:00:00,,ger,,,,,18,,2,",XI/68",COLLEZ. DIR. DA V. GAMBI E C. DANNA; SECONDA SERIE,774,G 2,,2025-01-01 00:00:00
41706,DIZIONARIO LITURGICO-PASTORALE IALI FINO AL 1977 OP. DOPPIA,"MISTRORIGO, ANTONIO, VESC.",COPYRIGHT 1977,PADOVA,EMP,,NOT_FOUND,0.000,,,,,{},,L,,2003-02-04 00:00:00,,,,,,,21,,1,",25/BIS",DAI DOCUMENTI DEL CONCILIO VATICANO II E DAGLI ALT,1726,L 1,,2025-01-01 00:00:00
41707,I DOCUMENTI DEL CONCILIO VATICANO II. L'ORA DEL CONCILIO - V OP. DOPPIA,,1966,MILANO,MASSIMO,,NOT_FOUND,0.000,,,,,{},,AE,,2003-02-04 00:00:00,I,,,,,,21,,4,"4,65/BIS",PRES. DI G. CERIANI; PROBLEMI DEL NOSTRO TEMPO/17,820,AE,,2025-01-01 00:00:00
41708,,,1956,PADOVA,MESSAGGERO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,IV,,,,,,18,"ILL. TAVOLE, FOTO",30,920 S65,,240,SR,,2025-01-01 00:00:00
41709,,,1953,ALBA (CN),PAOLINE,"MUSA, N. 1",NOT_FOUND,0.000,,,,,{},,G,,2003-02-04 00:00:00,,,,,,,21,,2,",VI/1 BIS",OPERA A CURA DI AA.VV. / OP. DOPPIA,"XXIV,1384",G 2,,2025-01-01 00:00:00
41710,CODEX IURIS CANONICI PII X PONTIFICIS MAXIMI IUSSU DIGESTUS BENEDICT I PAPAE XV AUCTORITATE PROMULGATUS CARD. GASPARRI AUCTUS,,1929,ROMAE,TYPIS POLYGLOTTIS VATICANIS,,NOT_FOUND,0.000,,,,,{},,JC,,2003-02-04 00:00:00,,,,,,,14,,14,"14,14 BIS","PRAEF., FONTIUM ANNOT. ET INDICE ANALYTICO-ALPHABE","LXXI,918",JC,,2025-01-01 00:00:00
41711,VITA DEL B. GASPARE DEL BUFALO FOND. DELLA CONGREGAZIONE DEI MISSIONARI DEL PREZIOSISSIMO SANGU E DI N.S.G.C.,"SARDI, VINCENZO, MONS.",1904,ROMA,TIP. FR. PALLOTTA,BIOGRAFIE,Open Library,0.617,Vita del B. Gaspare del Bufalo,"Sardi, Vincent",1904,https://openlibrary.org/works/OL7478260W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,23.5,,30,920 S66,,418,SR,,2025-01-01 00:00:00
41712,,"STANISLAO, DELL'ADDOLORATA, C. P.",1925,ROMA,TIP. FR. AUSONIA,BIOGRAFIE,Open Library,0.798,La cappella papale di Sancta sanctorum,"Stanislao dell'Addolorata padre, C.P.",1919,https://openlibrary.org/works/OL12359889W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,21,,30,920 S67,,711,SR,,2025-01-01 00:00:00
41713,"APPARECCHIO ALLA MORTE OP. DOPPIA, DIVERSA ED.","ALFONSO MARIA, DE' LIGUORI, S.",1890,CASALE,LIBR. ECCL. EDITRICE G. PANE,,Open Library,0.556,Opere ascetiche di S. Alfonso Maria de Liguori,Alphonsus Maria de Liguori,1845,https://openlibrary.org/works/OL27747761W,{},,SP,,2003-02-04 00:00:00,,ita,,,,,12.5,,4,"4,48 BIS",...AGGIUNTAVI LA TRADUZIONE DE' PASSI LATINI,527,SP,,2025-01-01 00:00:00
41714,,"DE CRISENOY, PIETRO",1950,ROMA,TIP. PLINIANA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,21,,30,920 C106,,303,SR,,2025-01-01 00:00:00
41715,VANGELI DELLE DOMENICHE E DELLE FESTE TALIANO E PASSI PARALLELI - COMM. ESEGETICO E RIFLESSIONI MORALI MANCANO LE 2 C.GEOGR. MENZIONATE NEL FRONT.,"RYAN, CORNELIO J.",1913,ROMA,LIBR. ED. RELIG. F. FERRARI,,NOT_FOUND,0.000,,,,,{},,CP,,2003-02-04 00:00:00,"III, RIV. E CORR.",,,,,,22,,14,"14,17",INTROD. CRITICA GEOGRAFICA ED ARCHEOLOGICA - TESTO,"4 F.P.,606",CP,,2025-01-01 00:00:00
41716,,"FELICE DA PORRETTA, CAPP.",1934,ROMA,POLIGLOTTA VATICANA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,24,"TAVOLE, ILL.",30,920 F68,RIFATTA PER LA CANONIZZAZIONE,320,SR,,2025-01-01 00:00:00
41717,VITA DI S. ANTONIO MARIA ZACCARIA FOND. DE'BARNABITI E DELLE ANGELICHE,"MOLTEDO, FRANCESCO T.",1934,ROMA,POLIGLOTTA VATICANA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,23,"TAVOLE, ILL.",30,920 M124,,600,SR,,2025-01-01 00:00:00
41718,,"SALVINI, ALFONSO, O.S.B.V.",1932,ROMA,PAOLINE,BIOGRAFIE,Open Library,0.362,Francesco di Assisi nei suoi scritti e nelle antiche biografie,Giambattista Montorsi,1973,https://openlibrary.org/works/OL5378046W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,24,"TAVOLE, ILL.",30,920 S68,,295,SR,,2025-01-01 00:00:00
41719,VITA DI SAN VINCENZO DE' PAOLI FOND. DEI PRETI DELLA MISSIONE E DELLE FIGLIE DI CARITA',"ACAMI, DOMENICO",1837,TORINO,STAMPERIA REALE,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,V,,,,,,19,ILL. ASPORTATE,30,920 A73,,504,SR,,2025-01-01 00:00:00
41720,VITA DI S. MARIA MADDALENA POSTEL FOND. DELLE SUORE DELLE SCUOLE CRISTIANE DELLA MISERICORDIA,"LEGOUX, ARSENIO MARIA, MONS.",1925,ROMA,TIP. AUSONIA,BIOGRAFIE,Open Library,0.518,Vita della Beata Maria Maddalena Postel,Arsenio Maria Legoux,1908,https://openlibrary.org/works/OL12308366W,{},,SE,,2003-02-04 00:00:00,II,ita,,,,,19,,30,920 L63,,414,SR,,2025-01-01 00:00:00
41721,S. TEOFILO DA CORTE 1676-1740,"PAIOTTI, ALFONSO M., O.F.M.",1930,ROMA,TIP. AGOSTINIANA,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,19,ILL. TAVOLE,30,920 P106,,406,SR,,2025-01-01 00:00:00
41722,,"GRASSETTI, GIACOMO",1876,BOLOGNA,TIP.PONT. MAREGGIANI,BIOGRAFIE,Open Library,0.791,Vita di S. Caterina da Bologna,"Grassetti, Giacomo S.J.",1712,https://openlibrary.org/works/OL32975735W,{},,SE,,2003-02-04 00:00:00,III,ita,,,,,19,,30,920 G88,,425,SR,,2025-01-01 00:00:00
41723,SANTA MARIA CROCIFISSA DI ROSA FOND. DELLE ANCELLE DELLA CARITA' DI BRESCIA,"PAPASOGLI, GIORGIO",1954,BRESCIA,TIP. PAVONIANA,BIOGRAFIE,Open Library,0.422,Santa Teresa d'Avila,Giorgio Papasogli,1955,https://openlibrary.org/works/OL9687427W,{},,SE,,2003-02-04 00:00:00,I,ita,,,,,21,ILL. TAVOLE,30,920 P107,,340,SR,,2025-01-01 00:00:00
41724,,"GALLINA, CESARE",1926,ROMA,MODIGLIANI-ROSSI-FI.,BIOGRAFIE,Open Library,0.402,De remediis utriusque fortunae,Francesco Petrarca,1492,https://openlibrary.org/works/OL878577W,{},,SE,,2003-02-04 00:00:00,I,spa,,,,,20,ILL. TAVOLE,30,920 G89,,630,SR,,2025-01-01 00:00:00
41725,,"GUERRA, ALMERICO, CAN.",1875,LUCCA,TIP.ED. S. PAOLINO,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,17,ILL. TAVOLE,30,920 G90,,340,SR,,2025-01-01 00:00:00
41726,,"LAPLACE, L., CAN.",1925,MILANO,TIP. PONT. S. GIUSEPPE,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},,SE,,2003-02-04 00:00:00,I,,,,,,17,ILL. TAVOLE,30,920 L64,,315,SR,,2025-01-01 00:00:00
41727,,"COSTE, PIETRO, C.M.",1934,ROMA,UN. TIP. PIACENTINA,BIOGRAFIE,Open Library,0.361,"La Curia Romana nella Cost. Ap. ""Pastor Bonus""",Piero Antonio Bonnet,1990,https://openlibrary.org/works/OL19037631W,{},,SE,"TITO CASINI, TRAD.",2003-02-04 00:00:00,I,ita,,,,,25,,30,920 C107,,430,SR,,2025-03-01 00:00:00
